Emotion,Text
neutral, Fair enough.Keep up the good work . 
neutral," Sorry , I thought you knew . "
neutral, But you should have told me you were in love with her . 
neutral, Didn't I ? 
neutral, You know you didn't . 
neutral," Well , I'm telling you now . "
neutral," Yes , but you might have told me before . "
neutral, I didn't think you'd be interested . 
neutral," Sorry , I didn't think it mattered . "
neutral,"Hi , Bill . "
neutral," Hi , Jim . "
neutral," Where is that cool guy , Dick ? I haven ' t seen him for two weeks . "
neutral, He ' s been sick since he came back from Italy . 
neutral," Bummer , I ' m sorry to hear that , is he better now ? "
neutral," Yes , Doctor William said that he could come back to work ASAP . "
neutral,Where's Tom this evening ? 
neutral, He's a little sick under the weather . 
neutral, He has the flu . 
neutral, Tell him I was asking about him . 
neutral, I will . 
neutral,Maybe you should talk to the teacher . 
neutral," No , it's no use . "
neutral, You never know unless you try . 
neutral, I know . She won't change my grade . 
neutral,"well , I finished my last final today . "
neutral, do you want to attend the convocation ? 
neutral," certainly . After years of hard work , I wouldn't miss it . By the way , where can I find cap and gown ? "
neutral, do you want to have them made or do you want to rent them ? 
neutral," oh , I think they're provided by the school for that special day . "
neutral, no . those you have to provide for yourself . 
neutral, what do most of the students do ? 
neutral," well , most of them only need a cap and gown for that particular convocation service , but some of the education majors have had them made , because they will be faculty members , and they'll need them f "
neutral," then , I might as well have them made . "
neutral, hold it a second . I want to fix my hairpin . 
neutral, it doesn't matter . Say'cheese ' . 
neutral, here's Lisa . May I take a picture with her ? 
neutral," Certainly . Ok , got you . "
neutral,Do you mind if I ask you a question ? 
neutral," No , not at all . Go ahead . "
neutral, What do you do in order to improve your English ? 
neutral," I go to movies ; I go to lectures ; I listen to the radio ; I do lots of things . Most importantly , I practice every chance I get . "
neutral," It ' s a good idea to have a radio , isn ' t it ? "
neutral, Sure . It ' s like understanding on the telephone — — you can ' t see the speaker ! It ' s great for improving listening comprehension . 
neutral," It takes a long time to learn a language , doesn ' t it ? "
neutral, It certainly does . But if you practice speaking every spare minute and learn useful sentences every day you can make big progress . 
neutral,"Good morning , Sue . "
neutral," Good morning , Tom.How are you ? "
neutral," I'm fine , thanks , how about yourself ? "
neutral, Things couldn't be better.Where are you going now ? 
neutral, I am heading for the library . I've got a research project to do.How about you ? 
neutral," I'm going to the English class.It ' ll start in five minutes , I've got to run . "
neutral," See you later , alligator . "
neutral," After a while , crocodile . "
neutral,Is the environment a big issues in your country ? It is in mine . 
neutral, It is in mine too.The biggest issue is water . The climate is dry and so water conservation is very important . 
neutral, What methods do you use to conserve water ? 
neutral," Water is rationed . We can only use a certain amount each month . It means that we cannot use some modern household items , like washing machines . They use too much water . "
neutral, I see . I think the biggest environment problem in my country is air pollution . 
neutral," Yes , I agree . The air here is much more polluted than in my country . Of course , my country is more agricultural and has much less industry . "
neutral," We have reduced emission of air pollutants in recent years , but cars are still a major source of them . Factories have become cleaner as stricter environment pollution law have been introduced . "
neutral, The problem is now on a truly global scale . I don ' t believe that any single country can do anything about it . 
neutral, I think you ' re right . There needs to be an international response to this problem . 
neutral,Hurry up . Time is running out . 
neutral, I see . I have run as fast as I can . 
neutral,"Hi Cody , how did practicing go this week ? "
neutral," Well I had several tests and an oral presentation this week so I didn ' t get a chance to memorize the second page , but I think I mastered the tricky section . "
neutral, Charles ? Before I start I was wondering if it was ok if I put a small crescendo in here and then decrescendo back to pianissimo again over here ? 
neutral, It might work . I ' ll have to hear it.Show me what you ' Ve done . 
neutral, It was horrible ! I played play it much better at home ! 
neutral," It ' s just nerves . Just play the right hand for now . One two three four five six , ta ti tri-ple-ti . Good , good . Don ' t forget the accidentals ! The key signature says that note should be a G-sharp b "
neutral, Is that better ? 
neutral," Yes , much better . Watch where you lift your foot off the pedal . What was that ? "
neutral, Sorry ! The stretch for that octave is always hard to make . 
neutral,Can you tell me the time ? 
neutral, It's 5:30 by my watch . 
neutral, Is your watch right ? 
neutral, Yes . There's only a few seconds in a whole month . 
neutral,I heard that you're going on your first date Friday night . 
neutral," Are you angry , Lisa ? "
neutral, Please don't tell my mom . 
neutral,"Jim and you are bosom friends , aren't you ? "
neutral, I wouldn't say so . 
neutral, What do you mean ? 
neutral," Well , I thought he was , but he ends up to be a con man . "
neutral,is everything alright ? 
neutral," yes , everything is fine . "
neutral, what took so long ? I thought your flight was supposed to arrive 3 hours ago ! 
neutral, I didn't hear anything about a delay . I thought everything was running on time . What happened ? 
neutral," we boarded the plane on time , but then we were held up for almost an hour due to a maintenance problem . "
neutral, then what ? Your plane was three hours late ! 
neutral," we finally took off , but about 30 minutes later , the captain came on the loudspeaker to warn us that there would be some bad turbulence for most of the flight . "
neutral," turbulence is pretty normal , isn't it ? "
neutral," yes , but this was the worst turbulence I'd ever experienced in my life ! Everyone started getting sick . The flight attendants had to stay in their seats . The captain decided to land early . "
neutral, so where did you land ? 
neutral, we landed in Southampton and waited an hour for the storms to pass and then took off again . 
neutral, that sounds like a nightmare ! 
neutral, it wasn't too bad . At lease I'm alive . 
neutral, have you had anything to eat ? 
neutral, I managed to get a sandwich from a flight attendant . How about you ? 
neutral, I had a few coffees while I was waiting . Let's get out of here ! 
neutral,I've got some bad news about the bike you lent me . 
neutral, What's that ? 
neutral," Don't worry about it . It's not new , it already has a few scratches . Did you get hurt ? "
neutral, That's the most important thing . 
neutral, It's kind of you to say . I feel a little stupid . 
neutral, Forget about it . 
neutral," When you lent me the bike , it looked brand new , almost anyway . "
neutral," Maybe , but really I have fallen a couple of times and it's been hit once or twice as well . "
neutral,What date is it today ? 
neutral," Today is December 23,2002 . "
neutral," Oh , the day after tomorrow is Christmas . "
neutral," Nice to meet you , too . I thought I should come and say hello to you . I haven't known anybody . "
neutral," It is hard to get used to a new place , isn't it ? "
neutral,"You know what , last night I almost got hit by a vase falling from the third floor . "
neutral, Luckily that was nothing serious . 
neutral," But if the sunshine is too strong , it might damage the eyes and the skin . "
neutral, You can put on your shades . And remember don't make your skin look like a tomato . Or else after that your skin will begin to flake off . You may even wind up with skin cancer . 
neutral, I see . Overdoing it will do more harm than good . 
neutral, You said it . 
neutral, What does it say ? 
neutral," Why not ? What this article says makes good sense to me . If you read it , I'm sure you'll agree with me . "
neutral," I don't think I'll have any trouble with getting old . But perhaps you can keep the article for a while , I may read it later . "
neutral," The question is , can he have it done before Friday ? "
neutral, These guys are professional . I think they can have it done tomorrow . Let's ask . 
neutral,"I love slim girls , don ' t you ? "
neutral, Not particularly . I like fat girls . 
neutral," And I like a girl with good skin , do you ? "
neutral, I can ' t say I do . What I like a girl with good manners . 
neutral," Well , yes . But surely you like a girl with a nice figure . "
neutral, Yes . But I like a girl with a nice personality . 
neutral," But you like a girl to be rich , surely ? "
neutral, Not particularly . I like a girl to be good . 
neutral,What's going on here ? 
neutral, Master Li ? Who's that ? 
neutral,I suppose you like cinematography and costumes and that sort of stuff ? 
neutral," Yes , I do . The look of a picture is very important . "
neutral," I think sound is even more important ! Guns , bombs , sirens--that's what makes a movie exciting ! "
neutral, You wouldn't know a good movie even if it bit you on the nose . 
neutral," In my book , all a good movie needs is a chase scene and lots of things that blow up . "
neutral," Enough ! If we don't finish the game , there won't be time for any movies tonight ! "
neutral,What day is today ? 
neutral," It's Thursday , I think . "
neutral, Tomorrow is Friday . It's going to be the weekend . 
neutral," We're busy on weekdays , but we'll have a good rest at the weekend . "
neutral, We'll meet again in a few days . 
neutral,I decided to go for this kind of life . 
neutral, Try to keep cool . It's not an easy take . 
neutral, I know . I always hope for the best and prepare for the worst . 
neutral, Then you will be in line for a doom . 
neutral,What day is it today ? 
neutral, It's Friday . 
neutral,Are you new to this school ? 
neutral," Yes , I ' m new . "
neutral, Is this your first year in college ? 
neutral, I transferred from another school . 
neutral, Where did you transfer from ? 
neutral, I was at PCC before . 
neutral, Why did you transfer ? 
neutral," I was going to go here first , but my grades weren ' t good enough . "
neutral, Did you like it at PCC ? 
neutral, PCC is an incredible school . 
neutral,There is something wrong with my girlfriend . 
neutral, What's the trouble ? 
neutral, The department manager is all over her . He says he loves her . 
neutral, What about your friend ? Did she fall for him ? 
neutral," Of course not ! She thinks he's an apple-head . She doesn't like an apple-headed man , you know . "
neutral," Now you don't have the butterflies in your stomach , do you ? "
neutral,Are you ready to go to the bank ? 
neutral," Sure , what do you need to do there ? "
neutral, There ' s problem with my bank statement . There ' s a mistake on it . I also need to withdraw some money some the ATM . 
neutral, I have to exchange some money . 
neutral, that ' s right . You ' re going away next week . 
neutral, I also want to see if my salary has been paid into my bank account . There was a problem last week . 
neutral," I have to pay my credit bill too . If I don ' t pay it soon , the credit card company will charge me interest . "
neutral, Their interest rates are usually quite high . It ' s a good idea to pay off your credit card debts before they attract interest . 
neutral, would you like to live in the country ? I ' m not sure I ' d like it . 
neutral," I can see a lot of advantage and disadvantage . The problem is that , for me , each advantage has its own disadvantage . "
neutral, What do you mean ? 
neutral," I see what you mean . I love being far away from a city , but I hate being so far away department stores and sports facilities . "
neutral," People can ' t have it both ways . If you live in the country , it is often less convenient . If you live in a city , it is noisy , but there ' s more to do . "
neutral, Just remember that in that village there ' s nothing to do . There ' s not even a pub or restaurant . There ' s just one small shop with a poor selection of goods . 
neutral,Hey Mike . What are you doing ? 
neutral, Nothing much . What are you up to ? 
neutral, I was just concerned about Sam . He hasn't been himself lately . 
neutral, He took the civil service exam and failed . 
neutral, That sucks . He must feel depressed . 
neutral, Yeah . He's been sitting in his room everyday for the last 4 days . 
neutral, Why don't we take him out ? We can try to take his mind off of it . In the least show him that we're there for him . 
neutral,Did you hear Peter just retired ? 
neutral, He is not young as he looks . I think he's almost sixty . 
neutral,We have waited for a long time . When will we start ? 
neutral, Take it easy . I have to cut my losses . 
neutral,"are you working overtime again ? Over the last two weeks , you have worked overtime every day without a break ! Your company is draining the life out of you ! "
neutral," I know , but I don't have a choice , my boss has complete control over our work schedules . I haven't made it out of the office before 9 PM a single day this week . "
neutral," Well , I hope they're paying you the big bucks for all this work ... "
neutral," No , not exactly , I'm working for minimum wage.And they don't give extra pay for overtime . Overtime is our own time . "
neutral," They do give bonuses at the end of the year for the employees with highest productivity numbers , but frankly , it's not much of an incentive . They give us a bonus of ten dollars . "
neutral," I would , but I'm afraid I would't be able to find another job . I don't have very many job marketable skills , there aren't so many jobs that I'm qualified for . "
neutral,I'd like to reserve a table for three at 6:30 this evening . 
neutral," Let me check . Hold on , please ... Yes , that's fine . Smoking or nonsmoking area ? "
neutral," Nonsmoking , please . "
neutral, All right . May I have your name ? 
neutral, My surname is Gao . 
neutral," How do you spell it , sir ? "
neutral,"OK . Come back into the classroom , class . "
neutral," Does the class start again , Mam ? "
neutral," Yes , but to the health , this break has long enough . "
neutral," Oh , breaktime flies . "
neutral," come on , baby . It ' s time now . "
neutral," Mam , another minute , could I ? "
neutral," Hurry up , little boy . "
neutral,"why are you so upset today , Maria ? Cheer up ! "
neutral," oh , Iris , it ' s about the job with the PR company . "
neutral, it ' s a great opportunity . You should be happy with the offer . 
neutral, but my mother won ' t allow me to accept any part-time job . I ' m afraid she will say no again . 
neutral, she says a part-time job is cursed blessing . It takes so much time and energy that I won ' t be able to focus on my studys . 
neutral, that may be true . But I ' m sure you ' re able to find a balance between them . Why not try it ? 
neutral," I turned down quite a few offers before for her sake . But I ' m a senior now , I don ' t want to miss the chance this time . "
neutral, I agree with you but I think you really need to talk to your mother and tell her what's on your mind . 
neutral," I ' ll try , but what if she insists ? "
neutral," just let her know that the experience will be both amazing and rewarding . And more importantly , you can manage both your study and the job . "
neutral, do you think it will work ? 
neutral, sure . Every cloud has its silver lining . Just try . 
neutral,Where did you go yesterday ? 
neutral, I went to play tennis in the public park . 
neutral, How often do you play tennis ? 
neutral, Twice a week . How about you ? 
neutral, I seldom play tennis . I prefer football and basketball . 
neutral, What is very difficult to gather team player together . 
neutral, I usually play with my school-mates . 
neutral, Do you like watching football matches ? 
neutral, Yes . I went to Tinge Sport Centre for football match last Sunday . 
neutral,Why are you all dressed up ? 
neutral, I've got a date . 
neutral,"I ' m sick of my job , I always have to work late at night , and the company keeps me working in the office . "
neutral," Why don ' t you find a new career where you can do what you enjoy , being outside working during the day ? "
neutral, What do you suggest ? I can ' t afford to quit my job until I get a new one . 
neutral," Maybe you have two choices . You could attend school during the day , or you could get a position that provides training . "
neutral,I saw an interesting program on TV last night . It was about elderly people . 
neutral, And what did the program say ? 
neutral, It said that people with a positive attitude tend to live longer and happier . 
neutral, I think that many physicians now agree with that idea . 
neutral, And the TV program also said that physical exercise helps people deal with stress . 
neutral," And the most active older people seem to enjoy some kind of physical exercise . My father is over 60 years old , and he lifts weights every day . "
neutral,"Saying you want to kill yourself , you terrified me out of my wits . "
neutral, I was playing a joke on you . 
neutral," Dear , forgive me . I won ' t do that again . "
neutral,Where are you going this weekend ? 
neutral, I ' m going to Hainan . 
neutral,"Hurry up , Daniel , it's Barbie time . "
neutral," All right , Sis ! "
neutral," Come on , it's cool outside . "
neutral, I really wish Mom and Dad were here with us . 
neutral," Hey , Daniel , what's your favorite weather ? Snowy or sunny ? "
neutral," Me ? Er , I like hot weather , just like today . "
neutral, What ? Are you crazy ? 
neutral, I like to watch Barbie sticking her tongue out . 
neutral," Ew , Danny , gross ! "
neutral," By the way , what's your favorite weather ? "
neutral," I love snowy , because it is very very romantic . "
neutral," Look , is that Tom ? "
neutral," Well , that's life . "
neutral,Did Roll win the race ? 
neutral," Yeah , he did . But he only won it by a hair's breadth . "
neutral," But anyway , he won at last . "
neutral, Yeah . To win is the most important thing . 
neutral,What's this then ? 
neutral," It's my geography , sir.The Map of Africa you set us . "
neutral, But this should have been handed in last Thursday . 
neutral," Well , what's your excuse then ? "
neutral, My mother's been ill and I had to stay at home . 
neutral," Oh , Yes ? "
neutral," It's true , sir . "
neutral,"Hey , This is your order . "
neutral, Are you new here ? I come to this coffeehouse often . But I didn't see you here before . 
neutral, Yes . I started this part-time job just three days ago . And my internship will last 1 week . I'm still a student now . 
neutral, Do you mind if I ask you why you've taken the part-time job here ? 
neutral," Of course not . You know , there are many foreign customers like you here . And I think it's good for me to improve my oral English . "
neutral," Oh , are you an English student ? Or you just study English for interest's sake ? "
neutral," No , I'm not an English student . But I do like English . I'm going to be a volunteer in the 2008 Olympics where I want to be helpful with the language . So I try to improve my English . "
neutral," Thank you , sir . But I'm not allowed to accept any tips . "
neutral, OK then . I don't want to put you in trouble . 
neutral," Well , would you like something else ? The new-made cafe parfait is really good . Want some ? "
neutral, OK . But I'd like some cookies . 
neutral," Sure . If you want more coffee , please go over there . There is self-help coffee maker . "
neutral," Oops . Well , wait for a while . We'll get it done quickly . "
neutral, It's OK . Thank you . 
neutral,Do you think the bad weather will last long ? 
neutral, I don't think so . It changes so quickly this time . 
neutral, I hope so . We have planed to visit the square but we have to cancel it . 
neutral,Let's go in . 
neutral, After you . 
neutral,"Could you tell me what university you want to go to , John ? "
neutral, Pardon ? 
neutral, What university would you enter ? 
neutral, University ? Why ? You asked me last year . 
neutral," Oh , I forget . Sorry . "
neutral, I went to Harvard University . 
neutral, Did you ? And what course did you take there ? 
neutral, God save me ! Is there anything wrong with you ? Didn't I tell you ? 
neutral," I've not known . Perhaps , I've got a bad memory . "
neutral," Terrific ! B . A . , again and again-B . A . "
neutral,I think he deserved his gold . 
neutral, Did you see his last dive ? 
neutral," Yes , it's perfect ! "
neutral, He's diving for the gold . 
neutral,"You are studying here , aren ' t you ? "
neutral, Yes . I have been here for three years . 
neutral, Do you like this campus ? 
neutral, How come ? 
neutral," Oh.It ' s awful , but it can ' t be helped . "
neutral, I ' ll just have to put up with it . 
neutral,How I wish my son Mark could be as excellent as your Joe ! 
neutral, Don ' t be too humble . Few young men could be equal to Mark . And in some respects Joe and Mark are neck and neck . 
neutral, I agree . Both Joe and Mark are men of guts . 
neutral,Hi Mark . 
neutral, Hi . 
neutral, What are you planning to do today ? 
neutral, I'm not sure yet . 
neutral, Is 11:30 AM OK ? 
neutral," Sorry , I didn't hear you . Can you say that again please ? "
neutral," I said , 11:30 AM . "
neutral," Oh , I'm busy then . Can we meet a little later ? "
neutral,"I hate to say goodbye , but it's late . "
neutral," Can't you stay for a little bit longer , it's only 8 . "
neutral, I wish I could.But I'm afraid I can't . I've got some serious studying to do . I have to go . 
neutral, OK.See you on Today . 
neutral,Are you really dating with Frank ? 
neutral," Yeah . But in my heart of hearts , I find he ' s not very much to my liking . "
neutral, Then why not keep away from him ? 
neutral, The problem is that I just have no one to turn to right now . 
neutral, That ' s stupid . 
neutral,"Hi , Jim . How are you ? I haven't seen you for a while . "
neutral, I'm fine . I've been out of town . I just got back . 
neutral, Where were you ? 
neutral, I was in New York for a wedding . 
neutral,What do you think of the novel you just finished reading ? 
neutral," I like it a lot . It has a very funny beginning , I think . It attracts your attention the moment you begin reading it . "
neutral, What do you like best about it ? 
neutral, I like the plot . It's so full of twists and turns . I also like the main character . She is so humorous and smart . 
neutral, What do you think of the ending ? 
neutral," The ending is a bit weak . It's so abrupt , like those of most other detective stories . "
neutral,"Quite a few times , I had my back to the wall . "
neutral, Really ? Generally they will turn out to be a good thing . 
neutral, That ' s right . 
neutral, You ' ll exert all your energy and get out of it . 
neutral,Is that your phone ? 
neutral," Yes , it's my new business phone . Do you like it ? "
neutral," Yes , it's got wireless Internet access . "
neutral," Yes , but I don't really use it often . Have you ever used it ? "
neutral," No , but I think it'd be really great for people like you who are always on the go . "
neutral," Yes , I guess I should try to use it . "
neutral, I want to have a few friends over for a dinner party to celebrate my birthday . Would you be able to come the next weekend on Saturday ? 
neutral," Yes , if that's all right for you . "
neutral, I didn't realize it was so difficult though I know I'm always too nervous in such competition . 
neutral, It doesn't matter . Forget it . 
neutral, I don't think I performed well . 
neutral,I just dropped in to say goodbye . 
neutral, What time are you leaving ? 
neutral, I'll leave at 10 o'clock . 
neutral,Come back . You haven't paid yet . 
neutral," May , just let him go . "
neutral, But he took some newspaper away without paying . 
neutral, I know . 
neutral," He lives nearby and he would just glance at the newspaper headlines , read the political sections and return them later . "
neutral, Why does he have such a privilege ? 
neutral, He used to be a hero during the war time and everyone respect him . 
neutral, I see . Does he live by himself ? 
neutral," Yes , he has no children and his wife passed away when he was in the battle . "
neutral, He must be lonely ? 
neutral, I bet . But he is always busy telling the children stories . 
neutral, How respectable ! 
neutral,How may I help you ? 
neutral, I need to get on the Internet . 
neutral, Do you have your library card with you ? 
neutral," Yes , I have it . "
neutral, You ' re going to have to wait for a computer . 
neutral, That ' s okay . 
neutral, Please put your name on this list . 
neutral, Then what do I need to do ? 
neutral," When there is a computer available , I will call you . "
neutral, What do I do to log on to the computer ? 
neutral, Just type in the number on the back of your library card . 
neutral,Are you coming to the bridal shower for Jane ? 
neutral," Yes , I am . When is the wedding ? "
neutral, Aug 8 . 
neutral, Mrs . White . 
neutral," Oh , yeah ? I wonder who is going to give Jane away at the wedding . You know her father passed away several years ago . "
neutral, Maybe her uncle will . 
neutral," I think so . The wedding will be held at her church , right ? "
neutral, Right . Red Rochester will officiate at the wedding . 
neutral, Do you know where they will go on their honeymoon ? 
neutral," Yes , Jane says they will go to China . "
neutral,Don ' t do that again . You are riding the tiger . 
neutral, No problem . I can deal with it well . 
neutral, You will ask for it . 
neutral," All is best now , isn ' t it ? "
neutral,Hurry up ! Time is money ! 
neutral, Don't build a fire under me . I know the importance of time . 
neutral, But you are too slow to follow them . 
neutral, Don't you see I'm trying my best ? 
neutral,Watch out ! You'll hit that car if you're not careful . 
neutral," Oh no , I won't . But we will have an accident if you don't stop shouting . "
neutral, You see . I told you you'd hit him if you weren't careful . 
neutral,"Steve , you look pale . What happened ? "
neutral, Did you have something on your mind ? You look so concerned . Maybe I can help you . 
neutral, Is there anything I can do to help you ? 
neutral," Well , I guess no one can help me but myself . For the moment , I just need someone to talk to , so that I can relieve my stress . "
neutral,"Lodge , You must come around sometime , You have to check out my mew stereo . "
neutral," Sure , When is good time for you ? "
neutral, Can you make it on Tuesday ? 
neutral, What time do you want me there ? 
neutral, Anytime after six will be fine . 
neutral," All right , It's a date . "
neutral, What's her figure ? 
neutral, What's the color of her eyes ? 
neutral, Dark blue . 
neutral,What ' s the life expectancy in your country ? 
neutral," I ' m not sure , but probably about 75 years . How about in your country ? "
neutral," About 70 , I think . This newspaper article talks about the problems of an aging population . It ' s a problem that will soon affect most of the world . "
neutral," I heard that the government might need to increase the retirement age , because otherwise there will not be enough workers to support the young and the elderly . "
neutral, Perhaps we need to have more babies ! Tina gave birth to a baby boy yesterday . 
neutral, How ' s your son these days ? 
neutral," Oh , he ' s fine . Kids seem to grow up very quickly nowadays . "
neutral, He ' ll be a teenager before you know it ! Teenagers are often rebellious ! When do you think it is a good age to have a child ? 
neutral," I had mine when I was 24 . that ' s a little young . I ' d suggest you wait until you are in your late twenties . , or even in your early thirties if you have a good career . "
neutral, Is there a big generation gap between parents and their children in you country ? 
neutral," Yes , there is . Teenagers do not want to live traditional lives . They want to go out , have fun , and explore the world . They want to develop their own view of life . Parents usually try to discourage them , but they don ' t often succeed . "
neutral, Parents usually give their children more freedom in my country . Sometimes they give them too much freedom . 
neutral," It ' s almost impossible to get the right balance . If you are too strict , kids might ignore you . If you are too lenient , they might go wild . "
neutral,"Hey Mike . I forgot about registration . I'm a day late , so all the classes are mostly full . What do you think I should do ? "
neutral, You're screwed . You can't do anything about that . You have to hope that you get some classes that will be useful . 
neutral, Do you think going to the registration building will help at all ? 
neutral, No . They will tell you the same thing in a worse way . 
neutral, Did you register yet ? 
neutral, Of course . Registering for classes is not something you want to miss . 
neutral, What classes do you think are still open ? 
neutral," Well , I know psychology 101 is a big class , so there will always be seats in that class . You can also get into Sociology . "
neutral," I took that class last year . The professor is really cool , so if you go to his office , you can have him sign a card that will let you in even if the class is full . "
neutral, He does that ? 
neutral, I guess that's because so many people drop out of that class . 
neutral,I've been so stressed these days . 
neutral, What's the matter ? Are you OK ? 
neutral," I don't know where to go for college , and what to major in . "
neutral, Don't worry . You have plenty of time to decide . 
neutral, And I also want to get scholarships to help me pay for the tuition . I want to get the burden off my family . 
neutral," You always worry too much about everything . Take it easy , honey . You are good enough . You can go to the ideal college . "
neutral," OK , OK . I'm so sorry . By the way , for you , is it more important to make money or to enjoy your work ? "
neutral," OK , honey , stop dreaming . You should face the reality . "
neutral," That's only a joke . To be honest , I have to improve my English , because my English is not good enough . I still get confused about some simple grammars . Since you are quite good at it , do you have any suggestions ? "
neutral," En , first you should be concentrated on what the teacher said in class . Second , I suggest you to take an additional course in some training center . "
neutral, Is the training center helpful ? 
neutral, I think so . Because I've taken one to improve my oral English during summer vacation . 
neutral,I'm glad we live in a small town . 
neutral, Why ? 
neutral, Because the houses look so nice at Christmas time . 
neutral," Yes , they do . Do you have a Christmas tree this year ? "
neutral," Yes , we have a big tree this year . I bought the decorations at the five-and-tencent store yesterday . Do you want to come and see it ? "
neutral, I can't now because I have to buy a present for my mother . 
neutral, When can you come ? 
neutral, I don't know when I can come . I'll let you know later . 
neutral,"You know , smoking does do harm to your health . "
neutral," Yes , you're right . "
neutral, Why don't you try to give it up ? 
neutral," I've tried to give up smoking several times , but it's no good . Smoking relaxes me . "
neutral, Have you ever thought of just cutting down ? You could do it gradually . 
neutral," Yes , maybe I should have another try . "
neutral,"Hello , Jim . What was the film like ? "
neutral, Why ? What was it about ? 
neutral," It was about a married couple . They had to live with the wife's mother , because they didn't have enough money to buy a house of their own . "
neutral, A lot of young people have to do that . 
neutral," Yes . but the husband had to work overtime three times a week , so he was always tired . "
neutral, lt sounds like the story of my life . 
neutral," Yes , it does , doesn't it ? But this man was always over-tired , and he couldn't sleep.So he used to take two sleeping pill every night . "
neutral, I take sleeping pills sometimes . 
neutral," Yes , but not two every night . Anyway , the strain was too much for him . He had nervous breakdown and had to go to hospital . "
neutral, It sounds a very depressing film . 
neutral," Not really . His wife was able to find a good job as an interpreter , because she could speak French and German fluently . After a few months ' work , she had a better job than her husband . So in the end , "
neutral, I don't know . My wife used to speak French . I must tell her to brush it up . 
neutral, Do we have enough time ? 
neutral, It's a fifteen-minute intermission . 
neutral, Is this your first time to come to a symphony concert ? 
neutral," In the United States , yes . But back in China , I went to concerts a couple of times with my parents . "
neutral, Do you have large concert halls in your city ? 
neutral, We have two . One is like this one . The other is a little smaller . 
neutral,May I help you ? 
neutral, What time will the library be closing ? 
neutral, It closes at six . 
neutral, Does it always close at six ? 
neutral," No , not every day . "
neutral, Will the library be open on Saturday ? 
neutral, Absolutely . 
neutral, What are your hours on Saturday ? 
neutral, Saturday ' s hours are from nine in the morning to six-thirty at night . 
neutral, All right . Thank you . 
neutral, What else can I help you with ? 
neutral,Whose part do you think is best played ? 
neutral, That of the old man . 
neutral, You're absolutely right ! That's the very figure I like best . 
neutral, Some of the scenes moved me into tears . 
neutral,"Vince , I think one of your programmers is spying on us for WebTracker . "
neutral, Pardon ? 
neutral," I won't say who , because I'm not sure yet . But I'll know soon . "
neutral," Zina , I hope you're not scheming to make Elvin look bad . "
neutral, It isn't Elvin . 
neutral, Loan me that tape recorder you have . And don't say anything to anyone until I come back . 
neutral,Fixing computer isn ' t my cup of tea . You can leave this job to Jason . 
neutral," Yeah , he has a good commend of computer skills . But ... "
neutral, But what ? 
neutral,Aren ' t you going to swim ? 
neutral," You are not telling me that we drove 50 miles to come here for just sunbath , are you ? "
neutral," Hey , don't shout . Come here ! Sit closer . Now , Jim , we ' Ve had a lovely day . Don't spoil it now . "
neutral, What about your beautiful bathing suit ? We shopped all day . Don't you want to show it off ? 
neutral," Everybody who walks past me sees it . Besides , it's a good sunbathing suit . "
neutral, All right . Suit yourself . I am going swimming . 
